Codigo foto	Carpeta/Subcarpeta	Camara usada	Fecha	Familia	Genero	Especie	Código/ ID del individuo*	Descripcion o Ubicacion	Quebrada-transecto	Colectores	Metodo de captura	file_name	Nombre cientifico
DSC_0360 - DSC_0361	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	T1-CV1QH-02	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0361.JPG	Moenkhausia comma
DSC_0362 - DSC_0363	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	T1-CV1QH-03	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0362.JPG	Knodus sp. 1
DSC_0362 - DSC_0363	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	T1-CV1QH-03	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0363.JPG	Knodus sp. 1
DSC_0364 - DSC_0365	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	T1-CV1QH-04	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0364.JPG	Knodus sp. 1
DSC_0364 - DSC_0365	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	T1-CV1QH-04	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0365.JPG	Knodus sp. 1
DSC_0366 - DSC_0367	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	T1-CV1QH-05	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0366.JPG	Knodus sp. 1
DSC_0366 - DSC_0367	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	T1-CV1QH-05	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0367.JPG	Knodus sp. 1
DSC_0368 - DSC_0369	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	T1-CV1QH-06	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0368.JPG	Knodus sp. 1
DSC_0368 - DSC_0369	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	T1-CV1QH-06	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0369.JPG	Knodus sp. 1
DSC_0370 - DSC_0371	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	T1-CV1QH-07	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0370.JPG	Knodus sp. 1
DSC_0370 - DSC_0371	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	T1-CV1QH-07	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0371.JPG	Knodus sp. 1
DSC_0372 - DSC_0373	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 1	T1-CV1QH-08	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0372.JPG	Hemigrammus sp. 1
DSC_0372 - DSC_0373	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 1	T1-CV1QH-08	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0373.JPG	Hemigrammus sp. 1
DSC_0374 - DSC_0375	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T1-CV1QH-09	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0374.JPG	Hemigrammus sp. 2
DSC_0374 - DSC_0375	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T1-CV1QH-09	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0375.JPG	Hemigrammus sp. 2
DSC_0376 - DSC_0379	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Auchenipteridae	Tatia	sp. 1	T1-CV1QH-10	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0376.JPG	Tatia sp. 1
DSC_0376 - DSC_0379	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Auchenipteridae	Tatia	sp. 1	T1-CV1QH-10	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0377.JPG	Tatia sp. 1
DSC_0376 - DSC_0379	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Auchenipteridae	Tatia	sp. 1	T1-CV1QH-10	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0378.JPG	Tatia sp. 1
DSC_0376 - DSC_0379	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Auchenipteridae	Tatia	sp. 1	T1-CV1QH-10	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0379.JPG	Tatia sp. 1
DSC_0380 - DSC_0381	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Hypopomidae	Brachihypopomus	sp. 1	T1-CV1QH-11	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0380.JPG	Brachihypopomus sp. 1
DSC_0380 - DSC_0381	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Hypopomidae	Brachihypopomus	sp. 1	T1-CV1QH-11	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0381.JPG	Brachihypopomus sp. 1
DSC_0382 - DSC_0383	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	caracoideus	T1-CV1QH-12	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0382.JPG	Bunocephalus caracoideus
DSC_0382 - DSC_0383	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	caracoideus	T1-CV1QH-12	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0383.JPG	Bunocephalus caracoideus
DSC_0384 - DSC_0385	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. nov	T1-CV1QH-13	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0384.JPG	Apistogramma sp. nov
DSC_0384 - DSC_0385	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. nov	T1-CV1QH-13	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0385.JPG	Apistogramma sp. nov
DSC_0386 - DSC_0387	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. nov	T1-CV1QH-14	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0386.JPG	Apistogramma sp. nov
DSC_0386 - DSC_0387	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. nov	T1-CV1QH-14	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0387.JPG	Apistogramma sp. nov
DSC_0388 - DSC_0389	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 1	T1-CV1QH-15	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0388.JPG	Hemigrammus sp. 1
DSC_0388 - DSC_0389	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 1	T1-CV1QH-15	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0389.JPG	Hemigrammus sp. 1
DSC_0390 - DSC_0391	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. anterior	T2-CV1QH-01	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0390.JPG	Astyanas cf. anterior
DSC_0390 - DSC_0391	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. anterior	T2-CV1QH-01	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0391.JPG	Astyanas cf. anterior
DSC_0392 - DSC_0393	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Curimatidae	Steindachnerina	guentheri	T2-CV1QH-02	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0392.JPG	Steindachnerina guentheri
DSC_0392 - DSC_0393	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Curimatidae	Steindachnerina	guentheri	T2-CV1QH-02	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0393.JPG	Steindachnerina guentheri
DSC_0394 - DSC_0395	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	T2-CV1QH-03	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0394.JPG	Moenkhausia comma
DSC_0394 - DSC_0395	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	T2-CV1QH-03	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0395.JPG	Moenkhausia comma
DSC_0396 - DSC_0397	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T2-CV1QH-04	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0396.JPG	Gasteropelecus sternicla
DSC_0396 - DSC_0397	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T2-CV1QH-04	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0397.JPG	Gasteropelecus sternicla
DSC_0398 - DSC_0399	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T2-CV1QH-05	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0398.JPG	Gasteropelecus sternicla
DSC_0398 - DSC_0399	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T2-CV1QH-05	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0399.JPG	Gasteropelecus sternicla
DSC_0400 - DSC_0401	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T2-CV1QH-06	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0400.JPG	Gasteropelecus sternicla
DSC_0400 - DSC_0401	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T2-CV1QH-06	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0401.JPG	Gasteropelecus sternicla
DSC_0402 - DSC_0403	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T2-CV1QH-07	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0402.JPG	Gasteropelecus sternicla
DSC_0402 - DSC_0403	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T2-CV1QH-07	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0403.JPG	Gasteropelecus sternicla
DSC_0404 - DSC_0405	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T2-CV1QH-08	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0404.JPG	Gasteropelecus sternicla
DSC_0404 - DSC_0405	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T2-CV1QH-08	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0405.JPG	Gasteropelecus sternicla
DSC_0406 - DSC_0407	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T2-CV1QH-09	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0406.JPG	Gasteropelecus sternicla
DSC_0406 - DSC_0407	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T2-CV1QH-09	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0407.JPG	Gasteropelecus sternicla
DSC_0408 - DSC_0409	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	T2-CV1QH-10	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0408.JPG	Moenkhausia comma
DSC_0408 - DSC_0409	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	T2-CV1QH-10	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0409.JPG	Moenkhausia comma
DSC_0410 - DSC_0411	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. 1	T2-CV1QH-11	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0410.JPG	Apistogramma sp. 1
DSC_0410 - DSC_0411	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. 1	T2-CV1QH-11	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0411.JPG	Apistogramma sp. 1
DSC_0412 - DSC_0413	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	caracoideus	T2-CV1QH-12	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0412.JPG	Bunocephalus caracoideus
DSC_0412 - DSC_0413	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	caracoideus	T2-CV1QH-12	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0413.JPG	Bunocephalus caracoideus
DSC_0414 - DSC_0417	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Pterygoplichthys	sp. 1	T2-CV1QH-13	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0414.JPG	Pterygoplichthys sp. 1
DSC_0414 - DSC_0417	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Pterygoplichthys	sp. 1	T2-CV1QH-13	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0415.JPG	Pterygoplichthys sp. 1
DSC_0414 - DSC_0417	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Pterygoplichthys	sp. 1	T2-CV1QH-13	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0416.JPG	Pterygoplichthys sp. 1
DSC_0414 - DSC_0417	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Pterygoplichthys	sp. 1	T2-CV1QH-13	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0417.JPG	Pterygoplichthys sp. 1
DSC_0418 - DSC_0419	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. lacustris	T3-CV1QH-01	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0418.JPG	Astyanax cf. lacustris
DSC_0418 - DSC_0419	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. lacustris	T3-CV1QH-01	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0419.JPG	Astyanax cf. lacustris
DSC_0420 - DSC_0421	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. lacustris	T3-CV1QH-02	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0420.JPG	Astyanax cf. lacustris
DSC_0420 - DSC_0421	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. lacustris	T3-CV1QH-02	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0421.JPG	Astyanax cf. lacustris
DSC_0422 - DSC_0423	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Anostomidae	Leporinus	fridereci	T3-CV1QH-03	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0422.JPG	Leporinus fridereci
DSC_0422 - DSC_0423	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Anostomidae	Leporinus	fridereci	T3-CV1QH-03	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0423.JPG	Leporinus fridereci
DSC_0424 - DSC_0425	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Hyphessobrycon	cf. margitae	T3-CV1QH-04	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0424.JPG	Hyphessobrycon cf. margitae
DSC_0424 - DSC_0425	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Hyphessobrycon	cf. margitae	T3-CV1QH-04	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0425.JPG	Hyphessobrycon cf. margitae
DSC_0426 - DSC_0429	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 1	T3-CV1QH-05	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0426.JPG	Ancistrus sp. 1
DSC_0426 - DSC_0429	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 1	T3-CV1QH-05	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0427.JPG	Ancistrus sp. 1
DSC_0426 - DSC_0429	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 1	T3-CV1QH-05	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0428.JPG	Ancistrus sp. 1
DSC_0426 - DSC_0429	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 1	T3-CV1QH-05	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0429.JPG	Ancistrus sp. 1
DSC_0430 - DSC_0431	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	caracoideus	T3-CV1QH-06	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0430.JPG	Bunocephalus caracoideus
DSC_0430 - DSC_0431	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	caracoideus	T3-CV1QH-06	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0431.JPG	Bunocephalus caracoideus
DSC_0432 - DSC_0433	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 1	T3-CV1QH-07	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0432.JPG	Ancistrus sp. 1
DSC_0432 - DSC_0433	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 1	T3-CV1QH-07	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0433.JPG	Ancistrus sp. 1
DSC_0434 - DSC_0435	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 2	T3-CV1QH-08	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0434.JPG	Ancistrus sp. 2
DSC_0434 - DSC_0435	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 2	T3-CV1QH-08	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0435.JPG	Ancistrus sp. 2
DSC_0436 - DSC_0437	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Synbranchidae	Synbranchus	marmoratus	T3-CV1QH-09	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0436.JPG	Synbranchus marmoratus
DSC_0436 - DSC_0437	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Synbranchidae	Synbranchus	marmoratus	T3-CV1QH-09	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0437.JPG	Synbranchus marmoratus
DSC_0438 - DSC_0439	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	T4-CV1QH-01	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0438.JPG	Moenkhausia comma
DSC_0438 - DSC_0439	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	T4-CV1QH-01	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0439.JPG	Moenkhausia comma
DSC_0440 - DSC_0441	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. lacustris	T4-CV1QH-02	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0440.JPG	Astyanax cf. lacustris
DSC_0440 - DSC_0441	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. lacustris	T4-CV1QH-02	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0441.JPG	Astyanax cf. lacustris
DSC_0442 - DSC_0443	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Bario	steindachneri	T4-CV1QH-03	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0442.JPG	Bario steindachneri
DSC_0442 - DSC_0443	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Bario	steindachneri	T4-CV1QH-03	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0443.JPG	Bario steindachneri
DSC_0444 - DSC_0445	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Carnegiella	strigata	T4-CV1QH-04	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0444.JPG	Canegiella strigata 
DSC_0444 - DSC_0445	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Carnegiella	strigata	T4-CV1QH-04	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0445.JPG	Canegiella strigata 
DSC_0446 - DSC_0447	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	T4-CV1QH-05	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0446.JPG	Bujurquina moriorum
DSC_0446 - DSC_0447	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	T4-CV1QH-05	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0447.JPG	Bujurquina moriorum
DSC_0448 - DSC_0449	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	T4-CV1QH-06	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0448.JPG	Bujurquina moriorum
DSC_0448 - DSC_0449	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	T4-CV1QH-06	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0449.JPG	Bujurquina moriorum
